id_cliente,nombre,edad,genero,ciudad,distrito,fecha_registro,canal_preferido,segmento
C09167,Clemente Lledó Guardia,47.0,F,Lima,Miraflores,2020-11-18,Web,Masivo
C11036,Felicidad Maestre Borrell,39.0,M,Trujillo,Trujillo,2020-11-18,Tienda,Masivo
C06760,Adela Lumbreras Luís,,M,Lima,Comas,2020-11-18,Web,Masivo
C11479,Inocencio Bautista Garriga Nieto,49.0,M,Lima,Ate,2020-11-18,Tienda,Masivo
C10498,Andrea Rincón Gracia,39.0,M,Lima,Comas,2020-11-18,App,Masivo
C14353,Pánfilo Torre Perales,36.0,F,Lima,Ate,2020-11-19,Tienda,Masivo
C08208,Anastasia Castillo Prada,46.0,M,Lima,Los Olivos,2020-11-19,Tienda,Preferente
C04591,Amalia Haro Reguera,38.0,F,Lima,Miraflores,2020-11-19,Tienda,Masivo
C08087,Dionisio Tejada Ocaña,33.0,F,Arequipa,Cayma,2020-11-19,Web,Masivo
C06799,Venceslás Ugarte Ríos,26.0,F,Arequipa,Cayma,2020-11-19,Tienda,Masivo
C09071,Ibán José Manuel Antón Hervás,55.0,M,Piura,Piura,2020-11-19,Tienda,Masivo
C04902,Clímaco Ramis-Flor,56.0,F,Piura,Castilla,2020-11-19,Web,Masivo
C14502,Rubén Correa Castillo,45.0,M,Trujillo,Victor Larco,2020-11-19,Tienda,Masivo
C01421,Lidia del Carretero,36.0,M,Trujillo,Victor Larco,2020-11-19,App,Masivo
C11218,Blas Revilla Girón,22.0,M,Lima,Los Olivos,2020-11-19,Tienda,Premium
C03630,Ester Ortega Goicoechea,31.0,F,Lima,Comas,2020-11-19,Tienda,Masivo
C13614,Encarnita Leon Abad,39.0,M,Lima,Ate,2020-11-19,Tienda,Masivo
C10070,Bruno Blanes Galvez,43.0,F,Lima,Miraflores,2020-11-19,App,Masivo
C03668,Bernardino Amaro Maldonado Bas,40.0,M,Piura,Catacaos,2020-11-19,Web,Masivo
C01082,Milagros Arroyo Baró,39.0,M,Arequipa,Cercado,2020-11-19,App,Preferente
C11896,Rogelio Valera Carbajo,42.0,M,Arequipa,Yanahuara,2020-11-20,App,Masivo
C04098,Benigna Losada Barrios,67.0,F,Cusco,San Sebastian,2020-11-20,Tienda,Preferente
C09299,Quique Nicodemo Leiva Alonso,31.0,No especificado,Trujillo,El Porvenir,2020-11-20,Web,Preferente
C07418,Jonatan Iniesta-Castells,52.0,M,Arequipa,Cayma,2020-11-20,Tienda,Masivo
C03686,Pastora Gual Sola,55.0,F,Trujillo,,2020-11-20,Tienda,Premium
C06208,Baltasar Campoy Guzman,31.0,F,Lima,Comas,2020-11-20,App,Masivo
C09978,Saturnino Ulises Bayón Fiol,33.0,F,Lima,Miraflores,2020-11-20,Tienda,Masivo
C10756,Eugenio Rojas Villar,30.0,M,Lima,Los Olivos,2020-11-20,Tienda,Masivo
C11962,Vicente Maestre Cal,18.0,F,Arequipa,Cayma,2020-11-21,Tienda,Masivo
C02407,Remigio de Pereira,37.0,M,Trujillo,La Esperanza,2020-11-21,Web,Premium
C08178,Paola Lumbreras Bellido,,F,Trujillo,La Esperanza,2020-11-21,Tienda,Masivo
C02480,Octavio Velasco Ávila,34.0,M,Arequipa,Cercado,2020-11-21,Tienda,Masivo
C10292,Adelina Delgado Ugarte,64.0,F,Lima,Miraflores,2020-11-21,Tienda,Masivo
C05243,Marina Manuel Murillo,29.0,F,Arequipa,Socabaya,2020-11-21,App,Masivo
C07831,Ildefonso Villegas-Palomar,57.0,F,Lima,Surco,2020-11-21,Tienda,Preferente
C04423,Samuel Olivares Jáuregui,22.0,M,Trujillo,El Porvenir,2020-11-22,Tienda,Masivo
C07904,Delia Goicoechea Artigas,23.0,F,Lima,Ate,2020-11-22,Web,Masivo
C14832,Manuelita de Cabezas,40.0,F,Cusco,San Jeronimo,2020-11-22,Web,Masivo
C02256,Trinidad Otero-Molins,42.0,M,Cusco,Cusco,2020-11-22,Tienda,Masivo
C01598,Paca Figueras Romeu,39.0,F,Arequipa,Yanahuara,2020-11-22,Tienda,Masivo
C02287,Bienvenida Olalla Casanova Pizarro,31.0,M,Lima,San Isidro,2020-11-22,Web,Preferente
C11071,Plácido Sedano,56.0,F,Arequipa,Cercado,2020-11-22,Tienda,Premium
C10612,Germán Luna Mosquera,47.0,No especificado,Lima,Miraflores,2020-11-22,Tienda,Masivo
C05314,Yéssica Andrade Palomo,48.0,M,Trujillo,Trujillo,2020-11-22,Web,Masivo
C08531,Virgilio Gracia Solís,18.0,F,Trujillo,Trujillo,2020-11-23,Tienda,Preferente
C10287,Clarisa Ros Pombo,50.0,F,Lima,Los Olivos,2020-11-23,Tienda,Masivo
C01738,Gabriel Andreu Solera,35.0,M,Lima,Surco,2020-11-23,Tienda,Masivo
C03287,Melania Silva Macias,29.0,F,Lima,Surco,2020-11-23,App,Masivo
C02073,Eligio Cózar Pou,35.0,M,Lima,Los Olivos,2020-11-23,App,Preferente
C03850,Perla Gabaldón,44.0,F,Lima,Ate,2020-11-23,Web,Masivo
C07126,Octavio del Caparrós,47.0,F,Trujillo,Trujillo,2020-11-23,Tienda,Masivo
C05356,Alma Heras-Piquer,44.0,M,Arequipa,Socabaya,2020-11-23,Tienda,Masivo
C09077,Gala Pla Ferrer,38.0,M,Trujillo,El Porvenir,2020-11-24,Web,Preferente
C13145,Hernán Coca Beltran,31.0,F,Lima,Surco,2020-11-24,Tienda,Preferente
C02565,Jessica Sandoval,22.0,F,Trujillo,Trujillo,2020-11-24,Tienda,Masivo
C04676,Manu Correa-Ferrero,43.0,M,Arequipa,Cercado,2020-11-24,App,Masivo
C12590,Teodosio Guzman Anguita,26.0,F,Lima,Surco,2020-11-24,Web,Premium
C01217,María José Cañellas Santamaría,40.0,M,Arequipa,,2020-11-24,Tienda,Masivo
C00373,Benigna de Merino,29.0,F,Arequipa,Yanahuara,2020-11-24,Web,Masivo
C06899,Ani Alvarado Cáceres,30.0,M,Piura,Castilla,2020-11-24,Tienda,Preferente
C11702,Verónica Moliner Barrio,44.0,M,Cusco,San Jeronimo,2020-11-24,Tienda,Masivo
C08932,Maribel Otero,29.0,F,Lima,Ate,2020-11-24,App,Masivo
C02891,Rebeca Botella Aller,32.0,M,Lima,Comas,2020-11-24,Tienda,Masivo
C02598,Olegario Carrión Hoz,45.0,M,Lima,Los Olivos,2020-11-25,Web,Masivo
C00874,Octavia Cuéllar Farré,37.0,F,Lima,Ate,2020-11-25,Tienda,Masivo
C03453,Vicenta Bastida-Cabrera,37.0,F,Piura,Veintiseis de Octubre,2020-11-25,App,Masivo
C09789,María Carmen de Figuerola,44.0,M,Trujillo,El Porvenir,2020-11-25,Web,Masivo
C09310,Teófila Obdulia Vives Marqués,44.0,F,Trujillo,La Esperanza,2020-11-25,Tienda,Preferente
C12486,Chema Blazquez,42.0,M,Lima,Surco,2020-11-25,Tienda,Masivo
C12881,Lupita Pla Cuervo,51.0,F,Lima,Miraflores,2020-11-25,Tienda,Preferente
C10872,Albano Carrión Montesinos,42.0,M,Lima,Los Olivos,2020-11-25,App,Masivo
C06699,Adoración Cárdenas-Giménez,18.0,M,Trujillo,Trujillo,2020-11-26,Tienda,Preferente
C13049,Conrado Sala Azcona,29.0,F,Cusco,San Jeronimo,2020-11-26,App,Masivo
C07973,Mayte Pintor Avilés,37.0,M,Trujillo,Victor Larco,2020-11-26,Tienda,Masivo
C06249,Marcial Cortes Amigó,68.0,F,Trujillo,La Esperanza,2020-11-26,Tienda,Masivo
C01522,Cristóbal Galo Agullo Tena,26.0,M,Lima,Comas,2020-11-26,Tienda,Masivo
C04282,Brígida Alcalde Ayuso,40.0,F,Cusco,San Sebastian,2020-11-26,App,Preferente
C11300,Vanesa Guerra,30.0,M,Lima,Miraflores,2020-11-27,App,Preferente
C09898,Anna Berenguer Castilla,50.0,F,Lima,Comas,2020-11-27,Web,Masivo
C12271,Macarena Bautista Avilés,33.0,M,Lima,Ate,2020-11-27,Web,Premium
C14907,Herberto Mena Clavero,36.0,M,Lima,Comas,2020-11-27,Tienda,Masivo
C08487,Salomé Sales Quintanilla,42.0,M,Trujillo,Victor Larco,2020-11-27,Tienda,Masivo
C09185,Maristela Ana Belén Bello Seguí,34.0,M,Lima,San Isidro,2020-11-27,App,Masivo
C08161,Emperatriz Conesa,41.0,M,Cusco,San Jeronimo,2020-11-28,Tienda,Preferente
C10974,Eladio Jover Ariño,51.0,No especificado,Arequipa,Cercado,2020-11-28,Tienda,Masivo
C01867,Pablo del Urrutia,20.0,F,Piura,Castilla,2020-11-28,Web,Masivo
C06039,Zacarías Porras-Galvez,45.0,No especificado,Piura,Piura,2020-11-28,Tienda,Preferente
C02873,Ibán de Elorza,50.0,M,Lima,Surco,2020-11-28,Web,Masivo
C10169,Ximena de Conde,46.0,M,Cusco,Wanchaq,2020-11-28,Tienda,Masivo
C11103,Custodia Juárez Pacheco,,F,Trujillo,El Porvenir,2020-11-28,App,Preferente
C12958,Ismael Florencio Rosselló Bas,79.0,M,Trujillo,Victor Larco,2020-11-28,Tienda,Masivo
C13174,Luciana Osorio Aguiló,23.0,M,Lima,Comas,2020-11-28,Tienda,Masivo
C03588,Rosario de Moraleda,18.0,M,Piura,Piura,2020-11-28,Tienda,Premium
C13505,Reyes Nogueira Borrás,63.0,M,Lima,Surco,2020-11-28,Tienda,Masivo
C06261,Raquel Corominas Bas,19.0,F,Lima,San Isidro,2020-11-29,Tienda,Masivo
C01953,Abril Asensio Girona,25.0,F,Cusco,San Jeronimo,2020-11-29,Web,Masivo
C03102,Martina del Sanabria,46.0,M,Lima,Comas,2020-11-29,Web,Masivo
C13890,Florencio Boada Azorin,33.0,F,Lima,Surco,2020-11-29,Tienda,Masivo
C14762,Marina Llorens Gracia,41.0,F,Lima,San Isidro,2020-11-29,Web,Masivo
C05166,Luis Baró Tirado,37.0,F,Lima,San Isidro,2020-11-29,,Preferente
C07225,Carlota Lucas-Luz,18.0,F,Cusco,Wanchaq,2020-11-29,Tienda,Preferente
C04605,Nilo Espada-Rodrigo,31.0,F,Piura,Castilla,2020-11-29,App,Masivo
C02901,Haydée Vergara Mena,30.0,No especificado,Lima,Comas,2020-11-30,Tienda,Preferente
C00601,Curro Solana,38.0,No especificado,Piura,Veintiseis de Octubre,2020-11-30,Tienda,Masivo
C07639,Fabiana Rodrigo Vergara,,M,Arequipa,Cayma,2020-11-30,Tienda,Preferente
C01464,Noemí Ainara Solís Barrena,31.0,M,Lima,Miraflores,2020-11-30,Tienda,Masivo
C02995,Marisa Susana Terrón Bellido,20.0,F,Piura,Piura,2020-11-30,Tienda,Masivo
C13495,Luis Miguel Zamora Saez,32.0,F,Cusco,,2020-12-01,App,Masivo
C00765,Ofelia Pedro Tejero,40.0,F,Lima,Surco,2020-12-01,App,Masivo
C00351,Mamen Taboada Escrivá,35.0,M,Trujillo,El Porvenir,2020-12-01,Web,Premium
C02600,Dafne Bueno-Pozo,,M,Lima,San Isidro,2020-12-01,Tienda,Masivo
C10344,Socorro Godoy Cámara,51.0,F,Trujillo,Trujillo,2020-12-01,Tienda,Masivo
C01935,Juan Antonio Ferrando Pallarès,19.0,F,Lima,Surco,2020-12-01,Tienda,Masivo
C09086,Flavia Cabanillas Flores,50.0,F,Lima,Los Olivos,2020-12-02,Tienda,Masivo
C14398,Micaela Alberola-Roldán,39.0,M,Lima,San Isidro,2020-12-02,Tienda,Masivo
C04035,Edelmiro Segura Polo,49.0,F,Cusco,San Sebastian,2020-12-02,Web,Preferente
C12177,Reina Fuentes Iglesias,39.0,M,Cusco,Wanchaq,2020-12-02,Tienda,Masivo
C03426,Isabela Antonia Menendez Porras,46.0,M,Cusco,Wanchaq,2020-12-02,Tienda,Preferente
C00064,Celso Néstor Ariza Lillo,30.0,F,Piura,Catacaos,2020-12-03,Tienda,Masivo
C05558,Tere Carrillo-Pozo,46.0,M,Lima,Miraflores,2020-12-03,Tienda,Preferente
C09503,Zoraida Blasco Acevedo,41.0,M,Lima,Ate,2020-12-03,Tienda,Masivo
C06092,Baldomero Valentín Revilla,37.0,M,Piura,Piura,2020-12-03,App,Masivo
C14775,Nuria Roldán Sánchez,26.0,No especificado,Arequipa,Yanahuara,2020-12-03,App,Masivo
C09002,Joan Cuadrado Barrena,29.0,M,Lima,Miraflores,2020-12-03,Tienda,Preferente
C10374,José Manuel Castell Calatayud,69.0,M,Arequipa,Cayma,2020-12-03,App,Masivo
C10334,Haydée de Barroso,29.0,No especificado,Arequipa,Yanahuara,2020-12-04,Tienda,Preferente
C11941,Dionisia Benito Roda,45.0,M,Arequipa,Yanahuara,2020-12-04,Tienda,Preferente
C05733,Cintia Torre Mendoza,62.0,M,Piura,Castilla,2020-12-04,Web,Masivo
C01583,Gema Escrivá Oliva,26.0,F,Lima,Los Olivos,2020-12-04,Tienda,Preferente
C12606,Xavier Carranza,56.0,M,Lima,Ate,2020-12-04,,Preferente
C13008,Chucho Carnero-Coca,41.0,F,Lima,Miraflores,2020-12-04,Tienda,Masivo
C02474,José Manuel Calzada-Pujol,72.0,F,Lima,Comas,2020-12-04,Tienda,Preferente
C02699,Haroldo Llorens,30.0,M,Trujillo,Trujillo,2020-12-04,Tienda,Masivo
C06122,Bernardo Nogués-Berenguer,39.0,F,Piura,Castilla,2020-12-04,Tienda,Masivo
C03346,Ale Mínguez Casanovas,30.0,F,Piura,Catacaos,2020-12-05,Tienda,Masivo
C05191,Alejandro Morante Viana,38.0,F,Lima,Surco,2020-12-05,Web,Masivo
C00979,Eligio de Millán,47.0,M,Lima,San Isidro,2020-12-05,Tienda,Masivo
C04184,Feliciana Izquierdo Avilés,33.0,M,Cusco,Wanchaq,2020-12-05,Web,Masivo
C07468,Hilario Diaz Sierra,43.0,F,Lima,San Isidro,2020-12-05,Tienda,Preferente
C06883,Isabel Montenegro Agustín,31.0,M,Lima,Ate,2020-12-05,Web,Masivo
C13701,Mario del Pellicer,,F,Lima,San Isidro,2020-12-06,Tienda,Masivo
C02282,Joan Aguado-Valcárcel,45.0,F,Cusco,Cusco,2020-12-06,Tienda,Masivo
C00289,Agustín Acero-Chaparro,45.0,F,Trujillo,La Esperanza,2020-12-06,Tienda,Masivo
C10124,Dolores Amat Belda,57.0,M,Cusco,San Jeronimo,2020-12-06,Tienda,Masivo
C12595,María Manuela Plaza Suárez,,F,Lima,Los Olivos,2020-12-06,Tienda,Masivo
C11144,Manu Barriga Gonzalez,,M,Arequipa,Cercado,2020-12-06,Web,Masivo
C08733,Olivia Manuel Rincón,18.0,F,Arequipa,Cercado,2020-12-07,Tienda,Premium
C02124,Luis Ángel del Jimenez,34.0,F,Lima,Surco,2020-12-07,Tienda,Masivo
C12780,Inmaculada Andrade,18.0,M,Lima,Comas,2020-12-07,Tienda,Preferente
C08124,Josefa Mármol Toledo,33.0,F,Lima,Comas,2020-12-07,Tienda,Masivo
C06492,Merche Carlos Soria,48.0,M,Lima,Miraflores,2020-12-07,Web,Preferente
C10185,Carmina Cueto Uría,49.0,F,Lima,Ate,2020-12-07,Web,Masivo
C04583,Jose Manuel Murcia Colomer,30.0,M,Trujillo,El Porvenir,2020-12-07,Tienda,Preferente
C05296,Pánfilo Clemente Farré,50.0,M,Trujillo,Trujillo,2020-12-07,App,Masivo
C00053,Fermín Torrijos Luna,31.0,M,Lima,Los Olivos,2020-12-07,Web,Masivo
C10324,Mercedes Coca Castañeda,36.0,M,Arequipa,Cayma,2020-12-08,Web,Masivo
C12343,Jose Carlos Taboada Arteaga,32.0,M,Lima,Surco,2020-12-08,Tienda,Premium
C03811,Chus Poza Milla,,F,Lima,Surco,2020-12-08,Tienda,Masivo
C10859,Epifanio Orozco Casal,32.0,M,Arequipa,Cercado,2020-12-08,Tienda,Masivo
C00002,Águeda Borrell Sabater,39.0,F,Piura,Veintiseis de Octubre,2020-12-08,Web,Masivo
C00245,Venceslás Cepeda-Vila,30.0,F,Trujillo,El Porvenir,2020-12-09,App,Preferente
C04558,Genoveva Delgado-Murillo,20.0,M,Trujillo,El Porvenir,2020-12-09,Tienda,Masivo
C06967,Irene Hernández Mateu,37.0,No especificado,Cusco,Wanchaq,2020-12-09,Tienda,Masivo
C05011,Ildefonso Bertrán Prado,38.0,M,Cusco,Wanchaq,2020-12-09,Tienda,Masivo
C01682,Artemio Guzman Salas,24.0,F,Arequipa,Yanahuara,2020-12-09,Tienda,Preferente
C03665,Clímaco Domínguez Gibert,39.0,M,Arequipa,Socabaya,2020-12-09,Web,Masivo
C02855,Águeda Jordana Tolosa Madrid,30.0,M,Lima,Miraflores,2020-12-09,Tienda,Masivo
C10559,Julián Nicolau Jaén,36.0,M,Lima,San Isidro,2020-12-09,Tienda,Masivo
C14103,Benigna Acevedo Barroso,61.0,F,Lima,Los Olivos,2020-12-10,Tienda,Premium
C12123,Tere Moll Arcos,18.0,M,Lima,Comas,2020-12-10,Tienda,Masivo
C09314,Edelmiro Hierro Armengol,29.0,F,Piura,Catacaos,2020-12-10,Tienda,Masivo
C13489,Eloy Gonzalez-Leal,37.0,F,Lima,Ate,2020-12-10,Web,Masivo
C06454,Valerio Mármol,57.0,F,Arequipa,Socabaya,2020-12-11,Tienda,Masivo
C12022,Vinicio Perales Ramírez,28.0,M,Arequipa,Yanahuara,2020-12-11,Web,Masivo
C08944,Benigna del Barriga,45.0,F,Arequipa,Socabaya,2020-12-11,Tienda,Masivo
C12254,Dora Lopez Garmendia,63.0,F,Arequipa,Yanahuara,2020-12-11,Tienda,Preferente
C05217,Concha Landa Sans,45.0,No especificado,Lima,Ate,2020-12-11,Tienda,Masivo
C00605,Modesto Figueras Páez,33.0,F,Lima,Surco,2020-12-11,App,Premium
C05929,Ariadna Lozano Alberdi,21.0,M,Lima,Surco,2020-12-11,Tienda,Preferente
C14013,Efraín Sarmiento Valencia,20.0,M,Arequipa,Yanahuara,2020-12-11,Tienda,Masivo
C03789,Primitiva Pereira Lerma,31.0,F,Lima,Comas,2020-12-11,Tienda,Masivo
C14650,Delfina Barba Raya,28.0,F,Lima,Surco,2020-12-12,Tienda,Premium
C13029,Chelo Andreu Cárdenas,36.0,M,Piura,Piura,2020-12-12,App,Preferente
C12023,Dora Bravo Canet,45.0,F,Lima,Comas,2020-12-12,Tienda,Masivo
C05068,Adelia Primitiva Belmonte Caparrós,24.0,M,Lima,Surco,2020-12-12,Tienda,Preferente
C03757,Isaac Antón Borrell,36.0,M,Lima,Ate,2020-12-12,Tienda,Masivo
C07141,Eusebio Azcona Sobrino,37.0,F,Lima,Los Olivos,2020-12-12,Web,Preferente
C07978,José de Bas,36.0,F,Arequipa,Cercado,2020-12-12,Web,Preferente
C10366,Rodolfo Ruano Mayo,32.0,F,Cusco,Wanchaq,2020-12-12,Tienda,Masivo
C03434,Selena del Pino,,F,Cusco,San Jeronimo,2020-12-12,Tienda,Masivo
C06050,Fernando Goñi,18.0,M,Lima,Miraflores,2020-12-12,Web,Masivo
C13401,Evaristo Blanca Águila,54.0,F,Lima,Miraflores,2020-12-13,App,Masivo
C07932,Herminia Segarra Maestre,48.0,F,Cusco,San Jeronimo,2020-12-13,,Masivo
C03029,Marisela Salgado,35.0,F,Lima,Ate,2020-12-13,Web,Preferente
C10704,Luis Severiano Figuerola Arrieta,46.0,F,Arequipa,Yanahuara,2020-12-13,Web,Masivo
C12309,Isa Mulet,23.0,M,Lima,Miraflores,2020-12-13,App,Masivo
C05235,Adriana Valdés Pinedo,59.0,F,Lima,Miraflores,2020-12-13,Tienda,Masivo
C01765,Victoriano Chaparro Bernad,49.0,M,Piura,Castilla,2020-12-13,Tienda,Masivo
C12262,Estefanía de Cazorla,28.0,F,Piura,Castilla,2020-12-13,Tienda,Masivo
C13072,Ligia del Chico,31.0,M,Arequipa,Cayma,2020-12-14,Tienda,Masivo
C01155,Ángel Ferrero Tamarit,32.0,F,Trujillo,El Porvenir,2020-12-14,Tienda,Masivo
C07236,Marianela Marco Marín,42.0,F,Arequipa,Cercado,2020-12-14,,Premium
C05293,Cruz Arteaga,51.0,F,Trujillo,La Esperanza,2020-12-14,Web,Masivo
C09312,Remedios Royo Marin,60.0,F,Lima,Ate,2020-12-14,Tienda,Masivo
C03139,Timoteo Hernández Guitart,22.0,M,Arequipa,Cayma,2020-12-15,Tienda,Masivo
C05783,Olalla Moraleda Terrón,51.0,F,Lima,Surco,2020-12-15,Tienda,Masivo
C14303,Fabio Gual Salmerón,31.0,M,Lima,,2020-12-15,Web,Masivo
C05876,Andrés Pombo Solsona,55.0,F,Lima,San Isidro,2020-12-15,Tienda,Preferente
C11909,Ricarda Chaves Garay,,M,Lima,San Isidro,2020-12-15,Web,Masivo
C07702,Olalla del Nuñez,52.0,M,Piura,Piura,2020-12-15,Tienda,Preferente
C06622,Vanesa Campos,44.0,M,Lima,Miraflores,2020-12-16,Tienda,Preferente
C13287,Azahar Balaguer,33.0,F,Lima,Los Olivos,2020-12-16,Tienda,Masivo
C05025,Leonel Rivas Mayoral,24.0,M,Lima,Miraflores,2020-12-16,Tienda,Masivo
C12222,Almudena Melero Báez,21.0,M,Arequipa,Socabaya,2020-12-16,Tienda,Masivo
C04918,Blas del Portero,43.0,No especificado,Trujillo,,2020-12-17,Tienda,Masivo
C14525,Maxi Soler Ariza,37.0,M,Lima,Surco,2020-12-17,Tienda,Masivo
C14180,Narcisa Morante Planas,31.0,M,Arequipa,Yanahuara,2020-12-17,Web,Masivo
C05330,Salvador Bernad Castell,32.0,M,Lima,Miraflores,2020-12-17,Tienda,Masivo
C14002,Fátima del Seguí,23.0,F,Cusco,,2020-12-17,Tienda,Premium
C08411,Isidora Nuñez Mascaró,22.0,M,Cusco,San Jeronimo,2020-12-17,Web,Preferente
C04831,Amanda Montenegro Gabaldón,30.0,No especificado,Lima,San Isidro,2020-12-18,Tienda,Masivo
C00255,Celso Artemio Alcalá Falcón,40.0,F,Arequipa,Socabaya,2020-12-18,Tienda,Masivo
C03991,Itziar del Herrero,40.0,F,Lima,Miraflores,2020-12-18,Web,Masivo
C09802,Bartolomé Vives Torre,26.0,M,Arequipa,Cercado,2020-12-18,Tienda,Premium
C01983,Reynaldo Romero Martin,30.0,M,Trujillo,Trujillo,2020-12-18,App,Masivo
C13277,Dorotea Lara-Céspedes,46.0,M,Lima,Ate,2020-12-19,Web,Masivo
C06068,Goyo Frutos,25.0,No especificado,Cusco,San Sebastian,2020-12-19,Tienda,Masivo
C09918,Ángel Palomino,52.0,F,Lima,Comas,2020-12-19,Tienda,Masivo
C05513,Édgar Casanova Espinosa,56.0,F,Lima,Miraflores,2020-12-19,Tienda,Masivo
C12382,Seve Sáez Bárcena,49.0,F,Arequipa,Yanahuara,2020-12-19,Tienda,Masivo
C02911,Dionisio Solé Flores,48.0,M,Lima,Ate,2020-12-19,Tienda,Masivo
C02102,Noelia del Escobar,49.0,M,Lima,Miraflores,2020-12-19,Tienda,Preferente
C13668,Dionisio Morera-Pedrosa,52.0,M,Trujillo,Trujillo,2020-12-19,Web,Masivo
C08363,Joaquín Teruel Novoa,40.0,M,Lima,San Isidro,2020-12-20,Web,Masivo
C05860,Úrsula Rovira Valbuena,36.0,M,Cusco,Cusco,2020-12-20,Web,Preferente
C10641,Fermín Andreu Nebot,42.0,F,Piura,Veintiseis de Octubre,2020-12-20,App,Premium
C10598,Soledad Cuadrado,31.0,F,Arequipa,Cercado,2020-12-20,Tienda,Preferente
C00655,Teófilo de Valenciano,18.0,M,Lima,Los Olivos,2020-12-20,Web,Masivo
C11559,Ágata Ibáñez Gomila,18.0,F,Arequipa,Socabaya,2020-12-20,Web,Masivo
C10054,Paulino Perera,46.0,M,Arequipa,,2020-12-20,Tienda,Masivo
C05303,Natalia Jordá-Carmona,29.0,M,Arequipa,Socabaya,2020-12-20,,Masivo
C12609,Jimena Rodrigo Escolano,50.0,F,Arequipa,Yanahuara,2020-12-20,Web,Masivo
C12561,Pepe Garzón Llobet,18.0,F,Piura,Piura,2020-12-20,Tienda,Masivo
C02110,Nico del Mas,21.0,M,Lima,Comas,2020-12-20,Tienda,Masivo
C08033,Lola Aroa Pera Pombo,40.0,M,Arequipa,Cercado,2020-12-20,Web,Preferente
C06133,Javier Ordóñez,46.0,F,Lima,Ate,2020-12-20,App,Masivo
C11063,Manu Paredes Ocaña,41.0,M,Trujillo,La Esperanza,2020-12-21,Tienda,Preferente
C00140,Áurea Clemente,45.0,M,Lima,,2020-12-21,Web,Masivo
C03983,Carla Girón Elorza,33.0,F,Cusco,San Jeronimo,2020-12-21,App,Preferente
C08535,Emilio Donoso Cifuentes,46.0,M,Lima,Miraflores,2020-12-21,,Masivo
C12920,Herminia Borja,37.0,M,Arequipa,Socabaya,2020-12-21,Tienda,Masivo
C05516,Benjamín Bustos Carrasco,43.0,F,Lima,Los Olivos,2020-12-21,Tienda,Masivo
C07422,Calixto del Soto,,M,Trujillo,La Esperanza,2020-12-22,Tienda,Masivo
C13849,Adalberto del Tejera,44.0,M,Trujillo,La Esperanza,2020-12-22,Tienda,Masivo
C01444,Ximena Mulet Fábregas,50.0,F,Piura,Piura,2020-12-22,App,Masivo
C08153,Adolfo Portero,23.0,F,Trujillo,Victor Larco,2020-12-22,Tienda,Premium
C06121,Candela Almagro Mancebo,27.0,M,Lima,Surco,2020-12-22,Tienda,Premium
C14866,Yaiza Rocamora Ramos,50.0,F,Cusco,San Jeronimo,2020-12-23,App,Masivo
C05194,José Adora Mármol Comas,46.0,F,Lima,Miraflores,2020-12-23,Tienda,Premium
C12637,Paola Arcos-Bravo,60.0,F,Cusco,Cusco,2020-12-23,App,Premium
C11351,Reinaldo Escamilla Bernal,33.0,F,Trujillo,El Porvenir,2020-12-23,Web,Masivo
C10260,Ramiro España Pinto,43.0,F,Arequipa,Cayma,2020-12-23,Web,Masivo
C01901,Sebastian Oller Sandoval,,M,Lima,Comas,2020-12-23,Web,Masivo
C05502,Griselda Bello Simó,32.0,F,Piura,Catacaos,2020-12-23,Tienda,Masivo
C08521,Marita de Salas,35.0,F,Cusco,Cusco,2020-12-24,App,Masivo
C06489,Xavier Sobrino Escudero,53.0,M,Arequipa,Cayma,2020-12-24,Tienda,Preferente
C14556,Edelmira Cazorla Hoz,50.0,F,Piura,Veintiseis de Octubre,2020-12-24,Tienda,Masivo
C06927,Dorita Etelvina Gutiérrez Cobos,28.0,F,Lima,San Isidro,2020-12-24,Web,Premium
C13418,Gil Cerdán-Valderrama,41.0,No especificado,Trujillo,Victor Larco,2020-12-24,Tienda,Masivo
C12030,Rosalía Somoza Cueto,36.0,F,Piura,Piura,2020-12-25,Tienda,Preferente
C08255,Palmira Cazorla Cerdán,24.0,M,Lima,Miraflores,2020-12-25,Tienda,Masivo
C08097,Jovita Abella Galan,32.0,M,Arequipa,Cercado,2020-12-25,Web,Masivo
C03012,Carmina Checa Delgado,,M,Arequipa,Yanahuara,2020-12-25,Web,Masivo
C07885,Cosme Angulo,32.0,No especificado,Arequipa,Cercado,2020-12-25,App,Masivo
C03302,Gastón Sacristán Montserrat,45.0,F,Trujillo,La Esperanza,2020-12-25,Tienda,Masivo
C06831,Camilo Campo-Lladó,63.0,M,Cusco,Wanchaq,2020-12-25,Tienda,Masivo
C11808,Berto Cabañas Cerdán,25.0,F,Arequipa,Cercado,2020-12-26,App,Masivo
C12957,Pascuala Lillo Galvez,46.0,F,Arequipa,Socabaya,2020-12-26,App,Preferente
C04329,José Luis Alegre,28.0,M,Piura,Castilla,2020-12-26,Tienda,Preferente
C09871,Maricruz Marina Navarrete Calzada,54.0,F,Arequipa,Cayma,2020-12-26,,Masivo
C07925,Leandra de Ramirez,48.0,M,Lima,San Isidro,2020-12-26,Web,Masivo
C03852,Tito Azcona Pla,44.0,F,Trujillo,La Esperanza,2020-12-26,Tienda,Masivo
